_id,uid,title,detailUrl,address,phoneNumber,tags
5cd525082b653229002b60ea,f9e9aa6c4c49383529fc480c,空军军医大学第四军医大学西京医院-床位号23-28,http://api.map.baidu.com/place/detail?uid=f9e9aa6c4c49383529fc480c&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院心血管内外科F5,null,null
5cd525082b653229002b60eb,30649f7b058c22d4ca29158c,空军军医大学第四军医大学西京医院-神经外科床位号29-35,http://api.map.baidu.com/place/detail?uid=30649f7b058c22d4ca29158c&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院神经内外科F6,null,null
5cd525082b653229002b60ec,2645018d7432fe7c7369d3c0,空军军医大学第四军医大学西京医院-神经内科床位号16-18,http://api.map.baidu.com/place/detail?uid=2645018d7432fe7c7369d3c0&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院神经内外科F2,null,null
5cd525082b653229002b60ed,988b7a864277b9532fb9088d,空军军医大学第四军医大学西京医院-泌尿外科床位号44-45,http://api.map.baidu.com/place/detail?uid=988b7a864277b9532fb9088d&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院住院一部F5,null,null
5cd525082b653229002b60ee,52ffe3c3a8e35ebef219374c,空军军医大学第四军医大学西京医院-肝胆胰脾外科二病区32-33,http://api.map.baidu.com/place/detail?uid=52ffe3c3a8e35ebef219374c&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院住院一部F6,null,null
5cd525082b653229002b60ef,0e79ff844034c8ab1ef74d2a,空军军医大学第四军医大学西京医院-肝胆胰脾外科二病区25-27,http://api.map.baidu.com/place/detail?uid=0e79ff844034c8ab1ef74d2a&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院住院一部F6,null,null
5cd525082b653229002b60f0,775c8a943de4af1e4251c077,空军军医大学第四军医大学西京医院-神经外科床位号43-48,http://api.map.baidu.com/place/detail?uid=775c8a943de4af1e4251c077&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院神经内外科F6,null,null
5cd525082b653229002b60f1,19bb2c9bdc702b12b75f1e12,空军军医大学第四军医大学西京医院-神经外科床位号17-18,http://api.map.baidu.com/place/detail?uid=19bb2c9bdc702b12b75f1e12&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院神经内外科F5,null,null
5cd525082b653229002b60f2,7e1a93012a2ce5a4471a32c0,空军军医大学第四军医大学西京医院-床位号21-24,http://api.map.baidu.com/place/detail?uid=7e1a93012a2ce5a4471a32c0&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院心血管内外科F6,null,null
5cd525082b653229002b60f3,4eec0a13c2c5f7810e0e6b83,空军军医大学第四军医大学西京医院-甲乳血管外科床位号17-20,http://api.map.baidu.com/place/detail?uid=4eec0a13c2c5f7810e0e6b83&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院住院一部F7,null,null
5cd525082b653229002b60f4,80da05aac31d29a2631c6742,空军军医大学第四军医大学西京医院-神经内科床位号27-28,http://api.map.baidu.com/place/detail?uid=80da05aac31d29a2631c6742&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院神经内外科F2,null,null
5cd525082b653229002b60f5,6a096bf9dd27e5cd4d2fdfca,空军军医大学第四军医大学西京医院-床位号56-58,http://api.map.baidu.com/place/detail?uid=6a096bf9dd27e5cd4d2fdfca&output=html&source=jsapi,西安市新城区长乐西路127号第四军医大学西京医院心血管内外科F6,null,null
